AddressL1,City,State,Outcode,Incode,Lat,Long
115 Sierra Ave,Holland Landing,ON,L9N,A6B,44.1315,-79.4823
470 San Juan Ave,Fabreville,QC,H7P,R5C,45.5917,-73.8293
841 Coffee Road,St. Adolphe,MB,R5A,N0P,49.7082,-96.9867
492 Water Street,Essex,ON,N8M,M4A,42.1754,-82.8226
53 Mill Pond Street,St. Albert,AB,T8N,T3P,53.6199,-113.6377
15 East Wrangler Dr,Aylmer,ON,N5H,M6P,42.7797,-80.9864
87 Peachtree Dr,Conception Bay,LB,A1X,J6K,47.5238,-52.9595
414 Courtland Avenue,St. Albert,AB,T8N,T8C,53.6199,-113.6377
466 Lafayette  St,Durham Bridge,NB,E6C,X3A,45.9523,-66.6717
452 Oak St,Stittsville,ON,K2S,L7H,45.2573,-75.9153
9469 Creekside St,Salmon Arm,BC,V1E,S9X,50.6947,-119.2915
851 Inverness Street,Trenton,ON,K8V,G9H,44.1106,-77.5569
23 Ridge Street,Bridgewater,NS,B4V,V2X,44.3683,-64.506
94 East Livingston Lane,Brantville,NB,E9H,T7L,47.3272,-65.011
371 Plymouth Lane,Amos,QC,J9T,X0K,48.5837,-78.1002
550 West Bank Court,Redwood Meadows,AB,T3Z,T9P,50.9821,-114.5178
531 Plymouth Ave,La Sarre,QC,J9Z,J3K,48.8131,-79.2026
9687 Jones Court,Beaumont,AB,T4X,H7K,53.3571,-113.4129
115 Baker Dr,Winfield,BC,V4V,H8K,50.0734,-119.4444
34 Talbot Ave,Delhi,ON,N4B,K9X,42.824,-80.4811
65 Gainsway Street,Coldbrook,NS,B4R,C3S,44.3695,-64.5197
762 Orange Lane,Delson,QC,J5B,X3Y,45.4024,-73.5376
761 Smith Ave,Port Colborne,ON,L3K,M2E,42.8754,-79.237
206 Ashley Dr,Uxbridge,ON,L9P,S2T,44.1065,-79.1427
9705 Jones Rd,Espanola,ON,P5E,E4G,46.2629,-81.7719
8780 Heritage St,Port Moody,BC,V3H,E4M,49.2707,-122.883
29 Illinois Street,Duvernay,QC,H7E,G6B,45.6142,-73.669
8585 Wentworth St,Youngs Cove,NB,E4C,M7X,45.808,-65.9652
60 East Snake Hill Lane,Lindsay,ON,K9V,S9T,44.3512,-78.7192
46 Columbia Street,Roberval,QC,G8H,X6B,48.5044,-72.2165
76 Kent St,Riverview,NB,E1B,J9R,46.0738,-64.755
763 Spruce Road,Coldbrook,NS,B4R,B8P,44.3695,-64.5197
8188 Bald Hill Ave,Essex,ON,N8M,P0V,42.1754,-82.8226
810 Helen Ave,Concord,ON,L4K,K6S,43.7848,-79.4811
8214 Indian Summer St,Strathmore,AB,T1P,P1G,51.0459,-113.3967
29 Riverview Street,Cochrane,AB,T4C,J3V,51.1896,-114.4774
781 Whitemarsh Dr,Fort Erie,ON,L2A,T5N,42.8845,-78.9398
9829 Maiden Rd,Beaumont,AB,T4X,E4N,53.3571,-113.4129
593 Greystone Avenue,Terrace,BC,V8G,C0Y,54.5058,-128.5823
59 Ohio Lane,Bradford,ON,L3Z,G9K,44.1208,-79.5656
60 South Rockland St,Quispamsis,NB,E2G,B4H,45.4397,-65.9392
975 Clay Rd,Orillia,ON,L3V,R1X,44.6039,-79.4126
367 Cemetery St,Albanel,QC,G8M,B7T,48.8892,-72.1938
11 Ivy Rd,Sussex,NB,E4E,Y0T,45.7223,-65.5108
29 Sycamore Street,Coldbrook,NS,B4R,R0C,44.3695,-64.5197
9125 Paris Hill Road,Mount Pearl,LB,A1N,G1A,47.5203,-52.7789
39 Green Lake Drive,Mount Pearl,LB,A1N,N8C,47.5203,-52.7789
38 Greystone St,Paradise,LB,A1L,E9C,47.5363,-52.8389
8402 Cedarwood St,Roberval,QC,G8H,A1J,48.5044,-72.2165
644 West Green St,Blackville,NB,E9B,B6Y,46.7772,-65.8638
9359 Trenton St,Goderich,ON,N7A,X9V,43.7347,-81.7105
888 Vermont Rd,McAdam,NB,E6J,G2S,45.5927,-67.2973
7137 Arlington Ave,Sturgeon Falls,ON,P2B,N1X,46.3664,-79.9178
971 Mill St,Lindsay,ON,K9V,S0Y,44.3512,-78.7192
84 Water Ave,Greely,ON,K4P,P9H,45.258,-75.5762
57 Shore St,Bonnyville,AB,T9N,T3C,54.2678,-110.7324
3 Indian Spring St,Wasaga Beach,ON,L9Z,G9K,44.5208,-80.0162
369 Lakeshore Dr,Uxbridge,ON,L9P,H4V,44.1065,-79.1427
805 East Hillcrest Avenue,Edson,AB,T7E,T8E,53.5908,-116.4104
109 King St,Estevan,SK,S4A,B7N,49.1433,-102.9987
7648 Alton Ave,Kincardine,ON,N2Z,Y5K,44.1821,-81.6373
8899 Meadow Ave,Bonnyville,AB,T9N,S9H,54.2678,-110.7324
408 Fremont Lane,La Prairie,QC,J5R,S0G,45.3973,-73.5284
137 Oakland St,Caledon,ON,L7C,K3A,43.7467,-79.8304
949 Cedar Swamp St,Kenora,ON,P9N,L7J,49.7667,-94.4848
7836 Sheffield St,Strathmore,AB,T1P,X1Y,51.0459,-113.3967
7 Tunnel Avenue,Balmoral,NB,E8E,T1H,47.9879,-66.5145
684 Deerfield Drive,Greely,ON,K4P,T2N,45.258,-75.5762
95 El Dorado Ave,Bass River,NB,E4T,J8L,46.3026,-64.9648
51 Logan Ave,Delson,QC,J5B,X3K,45.4024,-73.5376
467 Crescent Street,Dauphin,MB,R7N,C8G,51.1465,-100.0421
9 S Glen Ridge Dr,Wolfville,NS,B4P,C2A,45.0917,-64.3599
9887 Jackson Road,Pintendre,QC,G6C,K0S,46.7557,-71.124
417 Southampton St,Kitimat,BC,V8C,Y4M,54.0662,-128.6508
8200 North Bishop Dr,Pitt Meadows,BC,V3Y,T1J,49.2273,-122.6883
367 8th Circle,Degelis,QC,G5T,E5N,47.5521,-68.6441
9119 Sussex Lane,Amherst,NS,B4H,V5L,45.8353,-64.2182
8395 Central Street,Pierrefonds,QC,H8Z,V9J,45.5135,-73.8389
7334 Joy Ridge St,Black Lake,QC,G6H,B8R,46.0654,-71.356
70 Pin Oak Ave,Baker Brook,NB,E7A,M9X,47.2542,-68.7211
7300 Cooper Ave,Richibucto,NB,E4W,B5M,46.6493,-64.8842
234 Highland Drive,Gravenhurst,ON,P1P,R6A,44.9451,-79.3549
6 Lancaster St,Paquetville,NB,E8R,V5C,47.7443,-64.7222
506 Indian Summer Street,Esquimalt,BC,V9A,A1C,48.449,-123.3842
8 Glenwood St,Cochrane,AB,T4C,E8M,51.1896,-114.4774
7728 W Tallwood Lane,Elmira,ON,N3B,M5R,43.5852,-80.5662
9904 Lexington Lane,Elizabethtown,ON,K6T,J4V,44.618,-75.6895
790 Canal Court,Red Deer County,AB,T4E,Y6C,52.2911,-113.7027
7638 Southampton St,Beresford,NB,E8K,K6E,47.6736,-65.6795
7195 Redwood Street,Dalhousie,NB,E8C,K4Y,48.0477,-66.4004
56 Vale Ave,Old Montreal,QC,H2Y,X4C,45.508,-73.554
630 Mammoth Dr,Nelson,BC,V1L,Y9S,49.4832,-117.3031
819 Peg Shop St,Swift Current,SK,S9H,Y9X,50.2875,-107.8113
9844 Summit Ave,Greely,ON,K4P,Y4J,45.258,-75.5762
8 Brewery Drive,Port Perry,ON,L9L,G0R,44.0905,-78.9479
9016 Sherwood Road,Innisfail,AB,T4G,B5X,52.029,-113.9474
400 Green Lake Rd,Harrietsfield,NS,B3V,M8H,44.5682,-63.6177
180 Lyme St,Okotoks,AB,T1S,A9A,50.7064,-113.9554
86 West Wilson Avenue,Red Bank,NB,E9E,E3M,46.9795,-65.6715
9851 Greenrose St,Shediac,NB,E4P,L0S,46.2165,-64.5128
3 County St,Dalhousie,NB,E8C,R4R,48.0477,-66.4004
8227 Valley Street,Camrose,AB,T4V,E9K,53.0204,-112.8129
7001 Monroe Ave,Quispamsis,NB,E2G,A6N,45.4397,-65.9392
62 South Brickell Dr,Leduc,AB,T9E,R8N,53.2524,-113.5388
8942 Main St,Stony Plain,AB,T7Z,B9H,53.5202,-114.0135
9034 Sunnyslope Dr,Campbellton,NB,E3N,K2P,48.0091,-66.6707
9136 Bradford Road,Morden,MB,R6M,H6H,49.1861,-98.1204
409 Tanglewood St,Stratford,PE,C1B,T1T,46.2067,-63.0729
35 Bald Hill Dr,Millville,NB,E6E,K6R,46.1296,-67.1953
36 Newcastle Rd,Fort Erie,ON,L2A,N2L,42.8845,-78.9398
928 Academy Drive,Amherstburg,ON,N9V,T6C,42.1106,-83.1115
7659 Rocky River Dr,Bromont,QC,J2L,N0J,45.3161,-72.6501
395 Longbranch Ave,Fort Erie,ON,L2A,N1S,42.8845,-78.9398
9804 W Hawthorne Drive,Beaconsfield,QC,H9W,J4A,45.4407,-73.8727
7279 Boston Dr,Duncan,BC,V9L,K6P,48.7768,-123.7077
35 Sycamore Drive,Fort Frances,ON,P9A,K9A,48.6075,-93.3869
7973 Vermont St,Yellowknife,NT,X1A,M6C,62.4725,-114.3417
329 Hamilton Street,Listowel,ON,N4W,G8B,43.7315,-80.9533
97 North Franklin St,Hampton,NB,E5N,N1T,45.5263,-65.8155
9 Rock Creek Street,L'Assomption,QC,J5W,B1J,45.8313,-73.4233
8863 San Carlos Ave,Kingston,ON,E5S,N7N,45.3571,-66.0858
8048 Gonzales Drive,Neguac,NB,E9G,X4S,47.2316,-65.1378
11 South Hall Ave,Dunnville,ON,N1A,N1S,42.9132,-79.6101
20 Constitution St,Comox,BC,V9M,K2E,49.6728,-124.947
43 San Pablo Ave,Mount Pearl,LB,A1N,N8S,47.5203,-52.7789
27 Plumb Branch St,Vermilion,AB,T9X,P4L,53.3515,-110.8451
281 Laurel Lane,Yorkton,SK,S3N,L0R,51.202,-102.457
49 Oklahoma Street,Powell River,BC,V8A,R8N,49.8021,-124.5124
31 Manor Station Lane,Peace River,AB,T8S,B7K,56.2539,-117.2849
9120 Mill Pond Street,Blackville,NB,E9B,L1H,46.7772,-65.8638
7037 Foxrun Street,Eskasoni,NS,B1W,T5L,45.9245,-60.6449
19 Hillcrest Rd,Hawkesbury,ON,K6A,P9R,45.6101,-74.6085
43 West Argyle St,Wolfville,NS,B4P,H2V,45.0917,-64.3599
9765 Franklin Lane,Farnham,QC,J2N,P3S,45.2925,-72.978
8374 W Summerhouse Street,Lachute,QC,J8H,X0R,45.6484,-74.3406
736 Poor House Road,Terrace,BC,V8G,J0L,54.5058,-128.5823
635 Catherine St,Terrace,BC,V8G,B5E,54.5058,-128.5823
514 Beechwood Street,Yorkton,SK,S3N,M3H,51.202,-102.457
220 Mill Pond Court,Okotoks,AB,T1S,C8Y,50.7064,-113.9554
75 Hill Dr,Grimsby,ON,L3M,Y2S,43.2005,-79.6292
104 Golf St,New Waterford,NS,B1H,R7H,46.2295,-60.0941
7604 Ketch Harbour Rd,Essex,ON,N8M,V4X,42.1754,-82.8226
75 Taylor Street,Bath,NB,E7J,K2G,46.5082,-67.5871
783 Sage Ave,Saltspring Island,BC,V8K,H9L,48.9145,-123.5657
717 E Prospect Ave,Comox,BC,V9M,C7E,49.6728,-124.947
563 South Sheffield Dr,St. Stephen,NB,E3L,J9R,45.1728,-67.2946
58 Rockland St,Tour de la Bourse,QC,H4Z,B8G,45.5003,-73.5621
8863 Bay Street,Coaticook,QC,J1A,X8K,45.1563,-71.8095
199 Railroad St,Dunnville,ON,N1A,N6R,42.9132,-79.6101
7492 N Harvard St,Meadow Lake,SK,S9X,A4N,54.132,-108.4314
8741 Sulphur Springs Street,Langley City,BC,V3A,G0Y,49.0764,-122.6797
180 N Peg Shop Ave,Roxboro,QC,H8Y,V5R,45.5145,-73.8162
595 Roberts St,Meadow Lake,SK,S9X,H6L,54.132,-108.4314
9014 Wayne Drive,Smiths Falls,ON,K7A,R1B,44.8995,-76.021
7662 E Pineknoll Street,Shediac,NB,E4P,K7N,46.2165,-64.5128
9265 Hanover St,Buckingham,QC,J8L,B5S,45.599,-75.4206
8468 East Prospect Lane,Steinbach,MB,R5G,X9E,49.5264,-96.6867
7 Peg Shop St,Campbellton,NB,E3N,L8K,48.0091,-66.6707
8272 Oxford Ave,Paradise,LB,A1L,N9L,47.5363,-52.8389
608 Rock Creek Lane,Ingersoll,ON,N5C,P2A,43.027,-80.8706
71 Blackburn St,Wallaceburg,ON,N8A,Y6L,42.5799,-82.3823
224 York St,La Prairie,QC,J5R,J9S,45.3973,-73.5284
7125 Orchard St,Coaldale,AB,T1M,P1E,49.7285,-112.6146
4 Acacia Street,Baker Brook,NB,E7A,S2S,47.2542,-68.7211
16 Thatcher Rd,Espanola,ON,P5E,V8S,46.2629,-81.7719
9759 Mill Street,Millville,NB,E6E,J6J,46.1296,-67.1953
832 Kingston St,Winfield,BC,V4V,C8E,50.0734,-119.4444
2 N Briarwood Lane,Lloydminster,AB,T9V,T9E,53.2786,-110.0233
176 Roberts Ave,Kingsville,ON,N9Y,E6V,42.0377,-82.7394
58 N Golden Star  Dr,Asbestos,QC,J1T,T4N,45.7808,-71.9348
161 Edgemont Street,Grand Manan Island,NB,E5G,P0E,44.6586,-66.8625
17 Armstrong Street,Lockport,MB,R1B,C5K,50.0958,-96.9329
47 Homewood Ave,Hampton,NB,E5N,A0P,45.5263,-65.8155
9900 Hartford St,Cumberland,ON,K4C,V8G,45.5177,-75.4108
724 Argyle Dr,Sussex,NB,E4E,X3E,45.7223,-65.5108
9531 Richardson St,Amqui,QC,G5J,N8H,48.4584,-67.4333
4 W La Sierra St,Steinbach,MB,R5G,K3K,49.5264,-96.6867
9397 Riverview Lane,Bradford,ON,L3Z,E3Y,44.1208,-79.5656
899 Lake Lane,Edson,AB,T7E,Y7P,53.5908,-116.4104
8331 East Ramblewood St,Summerside,PE,C1N,M5H,46.3907,-63.7868
53 Orange St,Mercier,QC,J6R,T1K,45.3063,-73.748
7286 Birchpond Ave,Redwood Meadows,AB,T3Z,A8H,50.9821,-114.5178
725 Homewood Rd,Place Bonaventure,QC,H5A,J4T,45.503,-73.5679
8815 N Kirkland St,Plessisville,QC,G6L,B0B,46.2255,-71.7779
50 Sunbeam Ave,Stratford,PE,C1B,R8H,46.2067,-63.0729
709 Fieldstone Lane,Place Bonaventure,QC,H5A,S8A,45.503,-73.5679
22 Sherwood St,Holland Landing,ON,L9N,N5M,44.1315,-79.4823
3 Illinois Ave,Penticton,BC,V2A,P9P,49.5031,-119.5905
213 W Lees Creek Drive,Summerside,PE,C1N,N8Y,46.3907,-63.7868
94 Water St,Sturgeon Falls,ON,P2B,N4G,46.3664,-79.9178
55 Washington Court,Riverview,NB,E1B,T6S,46.0738,-64.755
671B Lantern Street,Coaticook,QC,J1A,E3X,45.1563,-71.8095
7652 East Bellevue St,Cocagne,NB,E4R,B2A,46.2324,-64.785
53 Front Ave,Deer Lake,LB,A8A,T9K,49.1778,-57.413
392 Vernon Ave,Lakeside,NS,B3T,M0K,44.6404,-63.6888
44 Vine Lane,Montmagny,QC,G5V,G4M,46.9984,-70.5595
273 Jockey Hollow Lane,Amos,QC,J9T,V3N,48.5837,-78.1002
147 Crescent Ave,Edson,AB,T7E,R1K,53.5908,-116.4104
8403 Galvin Street,St. Stephen,NB,E3L,E7H,45.1728,-67.2946
7373 Westport St,Redwood Meadows,AB,T3Z,N1N,50.9821,-114.5178
426 Forest Ave,Lamèque,NB,E8T,M6L,47.792,-64.652
8908 Maiden St,Hampstead,QC,H3X,L6R,45.4915,-73.6483
329 Joy Ridge Court,Cedar,BC,V9X,S6K,49.1207,-123.9284
4 Lake Rd,Buckingham,QC,J8L,C8K,45.599,-75.4206
413 Colonial Dr,Chelsea,QC,J9B,Y5T,45.4039,-75.826
9 Highland Dr,Campobello Island,NB,E5E,A3H,44.887,-66.95
894 Pearl St,Boucherville,QC,J4B,E5E,45.5685,-73.423
55 Deerfield Drive,Marieville,QC,J3M,L8J,45.4355,-73.1738
30 Greenrose Court,Dryden,ON,P8N,H1X,49.7856,-92.8364
877 Mechanic St,Rogersville,NB,E4Y,L1X,46.7333,-65.4489
112 S Arnold Drive,Kirkland Lake,ON,P2N,G9G,48.151,-80.0328
244 White Street,Cranbrook,BC,V1C,Y5S,49.512,-115.7703
165 Thorne Ave,Maniwaki,QC,J9E,B3A,46.3741,-75.9823
759 School Dr,Gander,LB,A1V,N8M,48.9632,-54.6169
438 Whitemarsh Street,Allardville,NB,E8L,N5P,47.5887,-65.0979
8951 Atlantic Court,Oromocto,NB,E2V,G6M,45.8509,-66.467
97 Goldfield Lane,Penetanguishene,ON,L9M,R1N,44.7672,-79.9385
779 Pacific Dr,Hartland,NB,E7P,N2K,46.3709,-67.445
847 Euclid St,Red Deer County,AB,T4E,X7A,52.2911,-113.7027
5 Fairground Ave,Apohaqui,NB,E5P,H5H,45.8489,-65.788
7962 University Road,Trail,BC,V1R,R7K,49.1135,-117.716
8390 Cedar Ave,Wetaskiwin,AB,T9A,J6N,52.9741,-113.3646
31 Foxrun Street,Yorkton,SK,S3N,C2Y,51.202,-102.457
888 SE Hillcrest Street,Charny,QC,G6X,K5H,46.7228,-71.2788
5 Rockaway Avenue,St. Andrews,NB,E5B,R7G,45.0732,-67.0428
43 Selby Road,Alder Point,NS,B1Y,V0B,46.1811,-60.5067
9643 Marvon St,Port Alberni,BC,V9Y,K5X,49.2197,-124.8101
484 East Wild Rose Drive,Lacombe,AB,T4L,Y8L,52.36,-114.3736
48 Kingston Street,Pitt Meadows,BC,V3Y,M4R,49.2273,-122.6883
470 Hillcrest Rd,Carleton Place,ON,K7C,J4T,45.135,-76.1313
422 Hartford St,Shippagan,NB,E8S,L8L,47.7456,-64.7143
38 Division Street,Stouffville,ON,L4A,M0A,43.9707,-79.2503
744 Rose Street,Carleton Place,ON,K7C,K1K,45.135,-76.1313
120 Rosewood Dr,Manotick,ON,K4M,X0E,45.2289,-75.6817
8893 Albany Drive,Gander,LB,A1V,G8H,48.9632,-54.6169
2 Hudson Ave,Strathmore,AB,T1P,E5C,51.0459,-113.3967
9336 Wild Rose Ave,Drayton Valley,AB,T7A,S2K,53.2165,-114.9893
424 Old York Court,Taber,AB,T1G,N0E,49.7773,-112.158
527 Beacon Street,Greely,ON,K4P,P4V,45.258,-75.5762
969 Brown Ave,Brooks,AB,T1R,X2J,50.5659,-111.8896
614 Newport Street,Coldbrook,NS,B4R,B3S,44.3695,-64.5197
8 Sugar Ave,Port Hope,ON,L1A,S0B,43.9427,-78.2944
222 SW Oakland St,Degelis,QC,G5T,B1S,47.5521,-68.6441
7375 Foxrun Street,Esquimalt,BC,V9A,G8J,48.449,-123.3842
16 Roosevelt St,Gravenhurst,ON,P1P,B8N,44.9451,-79.3549
940 S Sheffield Circle,Magog,QC,J1X,J2H,45.282,-72.139
6 Old York St,Pierrefonds,QC,H8Z,S0N,45.5135,-73.8389
97 East Essex St,Plaster Rock,NB,E7G,L6T,46.9097,-67.3971
9328 Bedford Street,Wasaga Beach,ON,L9Z,H9L,44.5208,-80.0162
8633 Glenlake Ave,Coaticook,QC,J1A,B1X,45.1563,-71.8095
675 Cherry Ave,Dauphin,MB,R7N,J1X,51.1465,-100.0421
390 Penn Street,Saltspring Island,BC,V8K,M4R,48.9145,-123.5657
150 Pin Oak St,Louisbourg,NS,B1C,S2X,46.2152,-60.2452
12 Young Drive,Balmoral,NB,E8E,N0A,47.9879,-66.5145
91 Howard Ave,Enfield,NS,B2T,S1K,44.8488,-63.5999
865 Vermont Lane,Sussex,NB,E4E,N7G,45.7223,-65.5108
84 Wintergreen Court,Moores Mills,NB,E5A,Y0E,45.2441,-66.9929
7861 North Fairway St,Brantville,NB,E9H,M1E,47.3272,-65.011
7192 George St,Neguac,NB,E9G,K5R,47.2316,-65.1378
84 Snake Hill Avenue,Florenceville,NB,E7L,A9L,46.4418,-67.63
90 South Arcadia Court,La Baie,QC,G7B,G1K,48.3133,-70.8557
8361 Alton St,Duvernay,QC,H7E,N0X,45.6142,-73.669
7941 Andover Rd,Nackawic,NB,E6G,P4L,45.9942,-67.2397
749 Gartner Drive,Dryden,ON,P8N,M4R,49.7856,-92.8364
49 Pheasant Street,Cowansville,QC,J2K,E8K,45.2214,-72.7567
617 Stillwater Drive,Kentville,NS,B4N,L1S,45.0899,-64.4963
8010 Beechwood Drive,Trail,BC,V1R,M1V,49.1135,-117.716
866 Canal Ave,Stanley,NB,E6B,T0H,46.2324,-66.6683
417 Mayfair Dr,Devon,AB,T9G,Y8Y,53.3632,-113.7286
9291 W Annadale Street,Langley City,BC,V3A,N7S,49.0764,-122.6797
93 Old York Rd,Simcoe,ON,N3Y,L2A,42.8126,-80.3091
97 Locust Dr,St. Martins,NB,E5R,H7L,45.3849,-65.6331
17 N Wentworth Road,Uxbridge,ON,L9P,V9L,44.1065,-79.1427
98 Sage Lane,Beauceville,QC,G5X,N5R,46.2093,-70.7788
18 Mayflower Drive,Millville,NB,E6E,R7P,46.1296,-67.1953
21 N Cardinal Ave,Thetford Mines,QC,G6G,T9R,46.1134,-71.3108
92 Windfall Avenue,Coaticook,QC,J1A,N8M,45.1563,-71.8095
655 Campfire Dr,Campobello Island,NB,E5E,X2Y,44.887,-66.95
7 Roosevelt Lane,Metchosin,BC,V9C,C7A,48.4544,-123.458
9103 Sulphur Springs Road,Beaumont,AB,T4X,T5C,53.3571,-113.4129
89 Columbia Court,Edmundston,NB,E3V,K4J,47.3614,-68.3218
8472 East Willow Street,Rockland,ON,K4K,Y5E,45.5415,-75.3062
27 Overlook Ave,Essex,ON,N8M,K5G,42.1754,-82.8226
473 Beacon St,Farnham,QC,J2N,H8N,45.2925,-72.978
39 West Oakland Court,Bolton,ON,L7E,T4C,43.8628,-79.7147
60 Atlantic Ave,Castlegar,BC,V1N,H0S,49.3298,-117.6607
27 Shipley St,Valleyfield,QC,J7X,N4B,45.2616,-74.2078
332 St Louis Ave,Hawkesbury,ON,K6A,K8T,45.6101,-74.6085
7364 E Trusel Lane,St. George,NB,E5C,L4K,45.2441,-66.9929
7631 Newcastle St,Goderich,ON,N7A,V6G,43.7347,-81.7105
678 Greystone Ave,Port Perry,ON,L9L,T6Y,44.0905,-78.9479
8172 Galvin St,Meaford,ON,N4L,L3V,44.6079,-80.5922
57 Canal Rd,Clarenville,LB,A5A,E7P,48.1666,-53.9628
233 County Ave,Hébertville,QC,G8N,K9B,48.3942,-71.6775
693 Greenrose Rd,St. Albert,AB,T8N,S8Y,53.6199,-113.6377
7201 Wayne St,McAdam,NB,E6J,Y5X,45.5927,-67.2973
30 NE Blue Spring St,Coldbrook,NS,B4R,T8K,44.3695,-64.5197
46 Creekside Ave,Alliston,ON,L9R,X8H,44.1513,-79.8744
37 Annadale Dr,Baker Brook,NB,E7A,N6G,47.2542,-68.7211
823 Anderson Street,Ste. Anne,MB,R5H,M2N,49.6667,-96.648
8584 Liberty Street,Grand Falls,LB,A2A,E9B,48.9249,-55.6493
7635 School Court,Paquetville,NB,E8R,N1N,47.7443,-64.7222
9 Fremont Ave,Lindsay,ON,K9V,L4P,44.3512,-78.7192
7480 Bayport St,Waverley,NS,B2R,G5C,44.7431,-63.5144
311 San Pablo Ave,Chestermere,AB,T1X,T3J,51.0512,-113.8155
124 Chapel Dr,Cochrane,AB,T4C,R7A,51.1896,-114.4774
596 Pineknoll Dr,Drayton Valley,AB,T7A,A9L,53.2165,-114.9893
705 Strawberry Street,Grand Falls,LB,A2A,L5V,48.9249,-55.6493
49 Canal Ave,Caledonia,ON,N3W,G6S,43.0776,-79.9639
8708 Old York St,Fabreville,QC,H7P,K6V,45.5917,-73.8293
8785 Fordham Dr,Cold Lake,AB,T9M,Y2K,54.4127,-110.2162
8429 Cottage Ave,Weyburn,SK,S4H,E9Y,49.6719,-103.8491
7546 St Louis Court,St. Martins,NB,E5R,J5V,45.3849,-65.6331
7872 Devon St,Essex,ON,N8M,K0B,42.1754,-82.8226
7353 Mulberry Drive,Moores Mills,NB,E5A,M4S,45.2441,-66.9929
413 Blackburn Drive,Valleyfield,QC,J7X,B5C,45.2616,-74.2078
55 Military Street,Cartier,MB,R4K,J0E,49.8298,-97.7549
804 Ketch Harbour St,Cowansville,QC,J2K,L3K,45.2214,-72.7567
51 N Madison Drive,Lacombe,AB,T4L,P2P,52.36,-114.3736
86 Richardson Ave,Estevan,SK,S4A,X4N,49.1433,-102.9987
223 Pleasant St,Plessisville,QC,G6L,R2G,46.2255,-71.7779
977 Cemetery Drive,Prince Rupert,BC,V8J,S9K,54.3146,-130.3413
100 Cambridge Street,Wainwright,AB,T9W,M7N,52.8403,-110.8704
77 Old York Ave,Innisfail,AB,T4G,H3B,52.029,-113.9474
33 Dogwood Drive,Windsor,LB,A2B,L1C,48.949,-55.6725
8759 Oklahoma St,Norton,NB,E5T,S3Y,45.6769,-65.884
516 E Glendale St,Kitimat,BC,V8C,B3J,54.0662,-128.6508
7565 Cherry Hill Drive,Arnprior,ON,K7S,J6S,45.4238,-76.3624
893 Indian Summer St,Senneville,QC,H9K,K9H,45.4643,-73.8936
33 Central Court,Prince Rupert,BC,V8J,T0N,54.3146,-130.3413
906 NE Theatre St,Kingsville,ON,N9Y,P7L,42.0377,-82.7394
7924 West El Dorado Court,Waverley,NS,B2R,Y1N,44.7431,-63.5144
9431 Edgewater Lane,Dundas,ON,L9H,X0Y,43.2638,-79.9505
328 S Wood St,Keswick,ON,L4P,E9P,44.2421,-79.4818
77 Wall St,Owen Sound,ON,N4K,A2S,44.5519,-80.9385
27 Ridgeview Lane,Maisonneuve,QC,H1V,A0G,45.5702,-73.551
90 Piper Lane,Lachute,QC,J8H,K3L,45.6484,-74.3406
62 Vale Dr,Lindsay,ON,K9V,B4N,44.3512,-78.7192
815 Garden Ave,Strathroy,ON,N7G,P9G,42.9625,-81.6081
8373 Pennsylvania St,Gananoque,ON,K7G,C8K,44.3319,-76.1471
418 Bay Meadows Street,Saltspring Island,BC,V8K,K3L,48.9145,-123.5657
79 Westport Road,Dunnville,ON,N1A,R9E,42.9132,-79.6101
623 Green Lake Ave,Saltspring Island,BC,V8K,J8E,48.9145,-123.5657
759 Hawthorne Drive,St. Adolphe,MB,R5A,G0M,49.7082,-96.9867
671 High Lane,La Plaine,QC,J7M,H7R,45.7915,-73.7559
4 Creekside Dr,Olds,AB,T4H,J6P,51.7956,-114.0944
9 Woodland Street,Louisbourg,NS,B1C,H6L,46.2152,-60.2452
78 Cleveland Rd,Blackville,NB,E9B,J9P,46.7772,-65.8638
575 6th Lane,Balmoral,NB,E8E,X4B,47.9879,-66.5145
459 N Grandrose St,Pennfield,NB,E5H,S2M,45.0766,-66.77
9984 Foster Street,Gagetown,NB,E5M,N7J,45.6287,-66.1751
542 Mill Pond St,Gravenhurst,ON,P1P,R5R,44.9451,-79.3549
7424 Charles Street,Montmagny,QC,G5V,N7J,46.9984,-70.5595
977 Military Street,Bath,NB,E7J,J9B,46.5082,-67.5871
9903 Yukon Street,Manuels,LB,A1W,J4B,47.5329,-52.9132
8328 Ridgeview Street,Kapuskasing,ON,P5N,C9A,49.4134,-82.4203
8475 Ketch Harbour St,Lindsay,ON,K9V,K1Y,44.3512,-78.7192
600 Colonial Lane,Napanee,ON,K7R,K6K,44.2538,-76.943
33 El Dorado Street,Langley City,BC,V3A,G5B,49.0764,-122.6797
7662 N Church Ave,Enfield,NS,B2T,M3K,44.8488,-63.5999
126 Smith Ave,Florenceville,NB,E7L,H5G,46.4418,-67.63
284 West Newbridge Court,Big Bras d'Or,NS,B1X,K0E,46.2667,-60.4333
8422 Wilson St,Doaktown,NB,E9C,J1L,46.4477,-66.2584
56 Cactus Lane,Sturgeon Falls,ON,P2B,B5A,46.3664,-79.9178
9713 Lincoln Ave,Chatham,QC,J8G,X9M,45.6068,-74.4387
159 Hartford Rd,Gander,LB,A1V,P5C,48.9632,-54.6169
7172 West Sunbeam Drive,Pennfield,NB,E5H,E0R,45.0766,-66.77
